mfc_type,cap_type,cap_value_f,frequency_hz,final_voltage_v,final_energy_mj
8528,gold,0.1,20,1527.58999999875,2.30170631408691
8528,electrolyte,0.00047,20,24.69966667,8.342803955
8528,tantalum,2.2e-05,20,3.0,10.498607635498
2814,electrolyte,0.00047,15,107.090000000017,6.25227928161621
2814,tantalum,2.2e-05,15,20.9900000000004,10.498607635498
